date,country,revenue
2018-08-14,united_kingdom,256.89
2018-08-14,viet_nam,167.79
2018-08-15,france,160.29
2018-08-15,germany,206.05
2018-08-15,united_kingdom,257.33
2018-08-15,viet_nam,151.44
2018-08-16,france,154.4
2018-08-16,germany,185.56
2018-08-16,united_kingdom,246.78
2018-08-16,viet_nam,153.6
2018-08-17,france,144.12
2018-08-17,germany,175.66
2018-08-17,united_kingdom,243.79
2018-08-17,viet_nam,146.5
2018-08-18,france,139.14
2018-08-18,germany,172.68
2018-08-18,united_kingdom,238.1
2018-08-18,viet_nam,120.73
2018-08-19,france,135.34
2018-08-19,germany,168.57
2018-08-19,united_kingdom,233.39
2018-08-19,viet_nam,130.11
2018-08-20,france,144.61
2018-08-20,germany,188.42
2018-08-20,united_kingdom,240.81
2018-08-20,viet_nam,144.92
2018-08-21,france,153.57
2018-08-21,germany,190.37
2018-08-21,united_kingdom,250.9
2018-08-21,viet_nam,154.36
2018-08-22,france,160.2
2018-08-22,germany,199.12
2018-08-22,united_kingdom,254.9
2018-08-22,viet_nam,157.72
2018-08-23,france,147.23
2018-08-23,germany,186.18
2018-08-23,united_kingdom,252.08
2018-08-23,viet_nam,153.42
2018-08-24,france,141.7
2018-08-24,germany,180.49
2018-08-24,united_kingdom,240.27
2018-08-24,viet_nam,145.89
2018-08-25,france,136.54
2018-08-25,germany,170.15
2018-08-25,united_kingdom,234.15
2018-08-25,viet_nam,115.79
2018-08-26,france,140.5
2018-08-26,germany,160.69
2018-08-26,united_kingdom,227.59
2018-08-26,viet_nam,139.84
2018-08-27,france,151.74
2018-08-27,germany,181.61
2018-08-27,united_kingdom,243.65
2018-08-27,viet_nam,156.38
2018-08-28,france,159.95
2018-08-28,germany,206.35
2018-08-28,united_kingdom,258.34
2018-08-28,viet_nam,161.77
